TC ID	Depth1	Depth2	Depth3	화면명	테스트 항목	테스트 내용	예상결과
TC_FEED_0018	소식/일정	작성	공통	소식·일정 작성	모달확인	리스트에서 [작성하기] 클릭	작성 페이지(/create) 진입, 빈 폼, 타입 기본 '소식'
TC_FEED_0019	소식/일정	작성	공통	소식·일정 작성	UI확인	액션 버튼	[취소]·[임시저장]·[게시], [임시저장] 항상 활성, [게시] 필수 충족 전 비활성
TC_FEED_0020	소식/일정	작성	공통	소식·일정 작성	UI확인	메타 사이드바	타입 드롭다운(소식/일정/공지)·연결 아티스트 드롭다운·공식 출처 토글(소식·일정만)
TC_FEED_0021	소식/일정	작성	공통	소식·일정 작성	버튼클릭	타입 변경(소식→일정→공지)	타입별 입력 폼 분기(필드 변경)
TC_FEED_0022	소식/일정	작성	소식	소식·일정 작성	UI확인	소식 제목 다국어	한국어/영어/일본어 탭(각 50자)
TC_FEED_0023	소식/일정	작성	소식	소식·일정 작성	UI확인	소식 본문 위지윅	한국어/영어/일본어, 각 5,000자
TC_FEED_0024	소식/일정	작성	소식	소식·일정 작성	UI확인	소식 이미지 업로드	드래그/클릭, 최대 10장, PNG·JPG·WebP, 5MB/장, 첫 이미지=대표 썸네일
TC_FEED_0025	소식/일정	작성	소식	소식·일정 작성	버튼클릭	소식 이미지 [X] 제거	해당 이미지 제거, 10장 미만 시 추가 영역 활성
TC_FEED_0026	소식/일정	작성	소식	소식·일정 작성	UI확인	소식 연관 콘텐츠	[콘텐츠 추가] 최대 3건, 각 행: 플랫폼(유튜브/X/인스타그램/스포티파이/일반)+콘텐츠명(50자)+URL
TC_FEED_0027	소식/일정	작성	소식	소식·일정 작성	상태확인	연관 콘텐츠 3건 도달	[콘텐츠 추가] 버튼 비활성
TC_FEED_0028	소식/일정	작성	소식	소식·일정 작성	UI확인	게시일 안내 문구	'게시일은 [게시] 버튼을 누른 날짜로 자동 기록(재게시 시 최초 게시일 유지)'
TC_FEED_0029	소식/일정	작성	일정	소식·일정 작성	UI확인	일정명 다국어	한국어/영어/일본어 탭(각 50자)
TC_FEED_0030	소식/일정	작성	일정	소식·일정 작성	UI확인	날짜·시간 필수	날짜 선택(date)·시간 선택(time) 필수
TC_FEED_0031	소식/일정	작성	일정	소식·일정 작성	UI확인	장소(구글 검색)	검색어 입력 시 제안 리스트, 선택한 장소명 그대로 사용(직접 편집 불가), 100자, 비우면 해제
TC_FEED_0032	소식/일정	작성	일정	소식·일정 작성	에러 메시지 확인	장소 검색 무결과	제안 목록 미노출·선택 불가
TC_FEED_0033	소식/일정	작성	공지	소식·일정 작성	UI확인	공지 제목·본문	제목 다국어(50자) + 본문 위지윅 다국어(5,000자)
TC_FEED_0034	소식/일정	작성	공지	소식·일정 작성	UI확인	공지 대표 이미지	1장, PNG·JPG·WebP, 5MB 이하(선택)
TC_FEED_0035	소식/일정	작성	공지	소식·일정 작성	UI확인	공지 CTA 버튼	버튼 라벨 다국어(30자)+URL, 둘 다 입력 시만 앱 노출(하나만 입력 시 미노출)
TC_FEED_0036	소식/일정	작성	공지	소식·일정 작성	UI확인	공지 공식 출처 토글 미노출	공지 타입은 공식 출처 토글 없음(해당 없음)
TC_FEED_0037	소식/일정	작성	검증	소식·일정 작성	에러 메시지 확인	소식/공지 제목 일부 언어 미입력	[게시] 비활성 + 미입력 탭 표시
TC_FEED_0038	소식/일정	작성	검증	소식·일정 작성	에러 메시지 확인	소식/공지 본문 일부 언어 미입력	[게시] 비활성
TC_FEED_0039	소식/일정	작성	검증	소식·일정 작성	에러 메시지 확인	일정 일정명 일부 언어 미입력	[게시] 비활성
TC_FEED_0040	소식/일정	작성	검증	소식·일정 작성	에러 메시지 확인	일정 날짜·시간 미입력	[게시] 비활성
TC_FEED_0041	소식/일정	작성	검증	소식·일정 작성	데이터입력	제목 50자/본문 5,000자 초과 입력	제한 글자수까지만 입력 가능
TC_FEED_0042	소식/일정	작성	검증	소식·일정 작성	에러 메시지 확인	이미지 미지원 형식	'지원하지 않는 형식입니다. (JPG·PNG·WebP)' 에러
TC_FEED_0043	소식/일정	작성	검증	소식·일정 작성	에러 메시지 확인	이미지 5MB 초과	'이미지 용량은 5MB 이하만 등록할 수 있습니다.' 에러
TC_FEED_0044	소식/일정	작성	검증	소식·일정 작성	에러 메시지 확인	연관 콘텐츠/CTA URL 형식 오류	'올바른 URL 형식이 아닙니다.' 인라인 에러
TC_FEED_0045	소식/일정	작성	검증	소식·일정 작성	상태확인	타입별 필수 모두 충족	[게시] 활성
TC_FEED_0046	소식/일정	작성	검증	소식·일정 작성	버튼클릭	[임시저장](미완성도)	'{타입} {제목}을(를) 임시저장했습니다' 토스트 + 리스트 이동
TC_FEED_0047	소식/일정	작성	게시 모달	작성 게시 확인	데이터입력	[게시] → [게시]	'게시할까요? / 게시 즉시 앱 정보 피드에 노출됩니다' 모달 → 게시 처리 + 게시일 자동 기록 + 토스트 + 리스트 이동
TC_FEED_0048	소식/일정	작성	취소 모달	작성 취소 확인	버튼클릭	[취소] → [나가기]/[다시 돌아가기]	'작성을 취소할까요?' 모달 → [나가기] 폐기·리스트 / [다시 돌아가기] 유지
TC_FEED_0049	소식/일정	작성	공통	소식·일정 작성	백오피스 액션	작성·게시 활동 로그	'{타입} {제목}을(를) 임시저장/게시했습니다' 로그
TC_FEED_0050	소식/일정	상세	조회	소식·일정 상세	모달확인	리스트 행 클릭 → 상세 진입	읽기 전용 상세 진입, 타입·상태 배지 + 제목
TC_FEED_0051	소식/일정	상세	조회	소식·일정 상세	UI확인	다국어 제목·본문 언어 탭	한국어/영어/일본어 탭 전환, 미입력 언어 '({언어} 미입력)'
TC_FEED_0052	소식/일정	상세	조회	소식·일정 상세	UI확인	상태별 액션 버튼	임시저장=[수정][게시][삭제] / 게시=[수정][보관] / 보관=[재게시][삭제]
TC_FEED_0053	소식/일정	상세	조회	소식·일정 상세	UI확인	권한 없음	쓰기 권한 미보유 시 액션 버튼 미노출(조회만)
TC_FEED_0054	소식/일정	상세	조회	소식·일정 상세	UI확인	소식 표시	이미지 그리드(미등록 '미등록')·연관 콘텐츠(URL 새 탭, 미등록 '없음')·좋아요 수
TC_FEED_0055	소식/일정	상세	조회	소식·일정 상세	UI확인	일정 표시	일시(이벤트 일자)·장소(미입력 '-')
TC_FEED_0056	소식/일정	상세	조회	소식·일정 상세	UI확인	공지 표시	대표 이미지(미등록 '미등록')·CTA 버튼(라벨+링크, 새 탭)
TC_FEED_0057	소식/일정	상세	조회	소식·일정 상세	UI확인	관리정보 사이드바	타입·연결 아티스트·공식 출처(공지 해당 없음)·상태·게시일(소식·공지)/일시(일정)
TC_FEED_0058	소식/일정	상세	조회	소식·일정 상세	상태확인	게시일 표기	소식·공지 최초 게시일 고정, 게시 전이면 '게시 전', 재게시해도 불변
TC_FEED_0059	소식/일정	상세	조회	소식·일정 상세	상태확인	Loading / 조회 실패 / 미존재	Skeleton / '콘텐츠 조회에 실패하였습니다.'+[재시도] / '존재하지 않는 콘텐츠입니다.' 후 리스트 리다이렉트
TC_FEED_0060	소식/일정	상세	게시 모달	상세 게시 확인	데이터입력	임시저장 상태에서 [게시] → [게시]	'게시할까요?' 모달 → 게시일 최초 기록 + 상태 게시 + 토스트
TC_FEED_0061	소식/일정	상세	보관 모달	상세 보관 확인	데이터입력	게시 상태에서 [보관] → [보관]	'보관할까요? / 앱 노출 종료·데이터 보존' 모달 → 보관 처리 + 상태 갱신 + 토스트
TC_FEED_0062	소식/일정	상세	재게시 모달	상세 재게시 확인	데이터입력	보관 상태에서 [재게시] → [재게시]	'재게시할까요?' 모달 → 상태 게시 + 최초 게시일 유지(갱신 안 함) + 토스트
TC_FEED_0063	소식/일정	상세	삭제 모달	상세 삭제 확인	데이터입력	임시저장/보관 상태에서 [삭제] → [삭제]	'삭제할까요? / 복구 불가' 모달 → 영구 삭제 + 토스트 + 리스트 이동
TC_FEED_0064	소식/일정	상세	조회	소식·일정 상세	백오피스 액션	게시/재게시/보관/삭제 활동 로그	각 동작별 '{타입} {제목}...' 로그 기록
TC_FEED_0065	소식/일정	수정		소식·일정 수정	모달확인	상세에서 [수정] 클릭	수정 페이지(/edit) 진입, 기존값 채워짐, 타이틀 '소식/일정 수정'
TC_FEED_0066	소식/일정	수정		소식·일정 수정	UI확인	액션 버튼	[취소]·[삭제]·[임시저장]·[게시], [게시] 타입별 필수 충족 시 활성
TC_FEED_0067	소식/일정	수정		소식·일정 수정	상태확인	변경 판정	타입·아티스트·공식·제목/일정명·본문·일시·장소·이미지·연관 콘텐츠·대표 이미지·CTA 중 하나라도 다르면 저장
TC_FEED_0068	소식/일정	수정		소식·일정 수정	상태확인	변경 없이 [임시저장]	입력 동일 시 저장 미수행·수정 로그 미발생
TC_FEED_0069	소식/일정	수정		소식·일정 수정	상태확인	게시일 필드 미표시	수정 화면에 게시일 입력 없음(최초 게시일 유지)
TC_FEED_0070	소식/일정	수정		소식·일정 수정	에러 메시지 확인	타입별 필수·이미지·URL 재검증	작성과 동일 검증 적용
TC_FEED_0071	소식/일정	수정	게시 모달	수정 게시 확인	데이터입력	[게시] → [게시]	게시 모달 → 임시저장→게시 시 게시일 최초 기록 / 게시 상태 재게시 시 최초 게시일 유지
TC_FEED_0072	소식/일정	수정	취소 모달	수정 취소 확인	버튼클릭	[취소] → [나가기]	'작성을 취소할까요?' 모달 → 변경 폐기 후 상세로 복귀
TC_FEED_0073	소식/일정	수정	삭제 모달	수정 삭제 확인	데이터입력	[삭제] → [삭제]	미저장 변경 포함 영구 삭제 + 토스트 + 리스트 이동
TC_FEED_0074	소식/일정	수정		소식·일정 수정	백오피스 액션	수정 활동 로그	'{타입} {제목}의 정보를 수정했습니다' 로그
TC_FEED_0075	소식/일정	앱 연동	소식	앱 정보 피드(INF)	앱 연동 확인	소식 게시 → 앱	정보 피드 타임라인·소식 상세에 노출, 첫 이미지=카드 썸네일
TC_FEED_0076	소식/일정	앱 연동	일정	앱 정보 피드(INF)	앱 연동 확인	일정 게시 → 앱	정보 피드 캘린더·타임라인·일정 상세에 노출
TC_FEED_0077	소식/일정	앱 연동	공지	앱 정보 피드(INF)	앱 연동 확인	공지 게시 → 앱	정보 피드 상단 고정 배너·공지 상세에 노출
TC_FEED_0078	소식/일정	앱 연동	공식 출처	앱 정보 피드(INF)	앱 연동 확인	공식 출처 토글 ON → 앱	소식 '[공식 제공]' 태그 / 일정 공식 뱃지 표시
TC_FEED_0079	소식/일정	앱 연동	보관	앱 정보 피드(INF)	앱 연동 확인	보관 → 앱	앱에서 즉시 미노출
TC_FEED_0080	소식/일정	앱 연동	재게시	앱 정보 피드(INF)	앱 연동 확인	재게시 → 앱	앱에 다시 노출(게시일 유지)
TC_FEED_0081	소식/일정	앱 연동	CTA	앱 정보 피드(INF)	앱 연동 확인	공지 CTA 라벨+링크 → 앱	앱 공지 상세에 버튼 노출(하나만 입력 시 미노출)
TC_FEED_0082	소식/일정	앱 연동	푸시	앱 정보 피드(INF)	앱 연동 확인	게시·재게시 → 푸시	푸시 미발송(알림은 [앱 운영>알림]에서 별도 작성·딥링크 연결)
