TC ID	Depth1	Depth2	Depth3	화면명	테스트 항목	테스트 내용	예상결과
TC_DUK_0058	덕력관리	보상 설정	구간	보상 설정 탭	UI확인	상품명·타입별 필드	상품명 다국어(50자) + 타입별(배송: 마감일·시간·폼URL / 현장: 수령 기간·시간·장소·지참물 / BIVE: 민팅 이벤트 / 응모권·덕력: 수량)
TC_DUK_0059	덕력관리	보상 설정	검증	보상 설정 탭	에러 메시지 확인	대상 값 검증	등수=양의 정수 / 퍼센트=1~100 / 등수범위=N-M(N<M)
TC_DUK_0060	덕력관리	보상 설정	검증	보상 설정 탭	에러 메시지 확인	대상명 미입력·30자 초과·아이콘 미등록	검증 안내 + [보상 저장] 차단
TC_DUK_0061	덕력관리	보상 설정	검증	보상 설정 탭	에러 메시지 확인	구간 상품 0개·상품명 미입력·BIVE 미선택·현장 수령 기간 역전	각 검증 안내 + [보상 저장] 차단
TC_DUK_0062	덕력관리	보상 설정	검증	보상 설정 탭	에러 메시지 확인	이미지 5MB 초과·미지원 형식	'5MB 이하/허용 형식(JPG·PNG·WebP)' 안내, 1:1 크롭
TC_DUK_0063	덕력관리	보상 설정	저장	보상 설정 탭	데이터입력	[보상 저장]	'보상이 저장되었습니다' 토스트 (구간 N개·상품 M개)
TC_DUK_0064	덕력관리	보상 설정	저장	보상 설정 탭	백오피스 액션	보상 저장 활동 로그	'덕력 시즌 {그룹명}-{시즌명} 보상 설정을 저장했습니다 (구간 N·상품 M)' 로그
TC_DUK_0065	덕력관리	보상 설정	중복 지급	보상 설정 탭	상태확인	(사전조건) 한 회원이 등수·등수범위·퍼센트 구간에 겹치게 설정 — 보상 저장 후 지급 내역에서 해당 회원 지급 건수 확인	1인 1회만 지급(우선순위: 등수>등수범위>퍼센트, 같은 타입은 값 작은 구간 우선) — 겹쳐도 중복 지급되지 않음
TC_DUK_0066	덕력관리	보상 지급 내역		보상 지급 내역 탭	모달확인	상세에서 [보상 지급 내역] 탭 클릭	지급 내역 탭 전환
TC_DUK_0067	덕력관리	보상 지급 내역		보상 지급 내역 탭	상태확인	(사전조건) 미정산 진행중 시즌 / 강제 종료 시즌 각각 준비 — 두 케이스 지급 내역 탭 확인	미정산='아직 정산되지 않았습니다(말일 23:59 자동 정산)' / 강제 종료='강제 종료된 시즌으로 지급 내역이 없습니다'
TC_DUK_0068	덕력관리	보상 지급 내역		보상 지급 내역 탭	UI확인	통계 카드 3종	정산 회원 수·총 지급 상품 수·지급 상태 분포(완료/대기/실패/재대기)
TC_DUK_0069	덕력관리	보상 지급 내역		보상 지급 내역 탭	UI확인	테이블 컬럼	순위/회원/등수 기준(아이콘+대상명)/상품 종류/상품명/지급 일시/지급 상태/액션
TC_DUK_0070	덕력관리	보상 지급 내역		보상 지급 내역 탭	상태확인	자동/수동 지급 구분	BIVE·응모권·덕력=자동 지급완료 / 배송·현장=[상태 변경] 버튼
TC_DUK_0071	덕력관리	보상 지급 내역	지급 상태 모달	지급 상태 변경 모달	모달확인	수동 상품 [상태 변경] 클릭	모달 진입, 대상 안내(회원·순위·상품) + 현재 상태 + 4상태 라디오
TC_DUK_0072	덕력관리	보상 지급 내역	지급 상태 모달	지급 상태 변경 모달	에러 메시지 확인	지급실패·재지급대기 메모	메모 필수 50~200자 ('메모를 입력해주세요'/'50자 이상'/'200자 이하')
TC_DUK_0073	덕력관리	보상 지급 내역	지급 상태 모달	지급 상태 변경 모달	데이터입력	상태 변경 [저장]	지급 일시 자동 기록(대기는 초기화)·처리자 기록 + '지급 상태가 변경되었습니다' 토스트 + 행·통계 즉시 갱신
TC_DUK_0074	덕력관리	보상 지급 내역	지급 상태 모달	지급 상태 변경 모달	백오피스 액션	지급 상태 변경 활동 로그	'... 지급 상태를 {이전}→{변경}으로 변경. 메모: ...' 로그
TC_DUK_0075	덕력관리	지급 정책		덕력 지급 정책	모달확인	상세에서 [덕력 지급 정책] 탭 클릭(?tab=policy)	지급 정책 탭 전환, 그룹 선택 + 자동 적립 활동 매트릭스
TC_DUK_0076	덕력관리	지급 정책		덕력 지급 정책	UI확인	안내·그룹 선택·액션	'표의 값은 활동별 덕력 기본값입니다. 생성 화면에서 지급 덕력을 따로 입력하는 서비스는 입력한 값이 우선 지급됩니다. 별도 입력 폼이 없는 활동은 이 정책 값이 지급되며 사용 안함 시 미지급' 안내 + 그룹 드롭다운 + [권장값 적용]·[저장]
TC_DUK_0077	덕력관리	지급 정책	매트릭스	덕력 지급 정책	UI확인	매트릭스 컬럼	활동·티어 배지·권장값(읽기 전용)·지급 덕력(입력)·사용 여부 토글
TC_DUK_0078	덕력관리	지급 정책	매트릭스	덕력 지급 정책	UI확인	대상 활동 15종	출석 체크·응모권 사용(1장당)·일일 미션 모두 완료·프리딕션 마켓 참여·트리비아 참여·SNS 공유(기억 공유)·에피소드 완료·팬퀘스트 완료·기억저장소 업로드·디지털 굿즈 획득(등급별 6)·스트릭 7/14/21/28 (자동 적립 19개 행). 매트릭스 값=기본값: 입력 필드 있는 콘텐츠(팬퀘스트·게임·에피소드)는 생성 시 prefill 후 콘텐츠 입력값 우선, 입력 필드 없는 활동은 정책 값 직접 지급 [문서-BO 차이: 래플 응모는 BO '행동마다'로 1장당 미반영, 디지털 굿즈는 BO 단일 75로 6등급 미반영 — 개발 예정]
TC_DUK_0079	덕력관리	지급 정책	매트릭스	덕력 지급 정책	데이터입력	그룹 선택 전환	선택 그룹 정책으로 매트릭스 교체, 미저장 변경 시 이동 확인
TC_DUK_0080	덕력관리	지급 정책	매트릭스	덕력 지급 정책	데이터입력	지급 덕력 입력	0 이상 정수, 권장값과 다르면 강조 표시
TC_DUK_0081	덕력관리	지급 정책	매트릭스	덕력 지급 정책	에러 메시지 확인	음수·소수·문자 입력	'지급 덕력은 0 이상 정수여야 합니다.' 인라인 + [저장] 차단
TC_DUK_0082	덕력관리	지급 정책	매트릭스	덕력 지급 정책	데이터입력	사용 여부 토글	사용↔미사용 전환, 미사용 시 해당 활동 미지급(미사용 시 입력 비활성)
TC_DUK_0083	덕력관리	지급 정책	매트릭스	덕력 지급 정책	버튼클릭	[권장값 적용]	전 활동 권장값(T1 5/T2 25/T3 75·디지털 굿즈 획득 등급별 50/75/100/200/350/500·스트릭 200/500/750/1,000)·사용 ON 일괄 채움
TC_DUK_0084	덕력관리	지급 정책	저장	덕력 지급 정책	상태확인	변경 감지	지급 덕력·사용 여부 변경 시 [저장] 활성, 변경 없으면 비활성
TC_DUK_0085	덕력관리	지급 정책	저장	덕력 지급 정책	데이터입력	[저장] → 확인	'지급 정책을 저장할까요?' 모달 → 저장(이후 적립부터 반영) + 토스트 + 마지막 수정 정보·활동 로그
TC_DUK_0086	덕력관리	지급 정책	자동 생성	덕력 지급 정책	상태확인	(사전조건) 신규 아티스트(그룹) 생성 선행 — 신규 아티스트 기본 정책 확인	신규 아티스트 생성 시 권장값 기본 정책 자동 생성·사용 ON → '미설정' 상태 부재(항상 19개 활동 행 노출)
TC_DUK_0087	덕력관리	지급 정책	상태	덕력 지급 정책	상태확인	Loading / 오류 / 권한 없음	Skeleton / '지급 정책을 불러오지 못했습니다.'+[다시 시도] / 쓰기 권한 없으면 입력·토글·버튼 비활성
TC_DUK_0088	덕력관리	권한		덕력관리	상태확인	쓰기 권한 없음	[신규 시즌]·[수정]·[강제 종료]·[상태 변경]·보상 편집 버튼 미노출
TC_DUK_0089	덕력관리	권한		덕력관리	상태확인	외부 협력사 권한	본인 매핑 소속사 산하 그룹 시즌·랭킹·내역만 조회
TC_DUK_0090	덕력관리	앱 연동	랭킹	앱 덕력 랭킹(DUK)	앱 연동 확인	시즌 등록 → 앱	앱 덕력 랭킹에 시즌 노출, 다국어 시즌명 언어별 표시 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_DUK_0091	덕력관리	앱 연동	랭킹	앱 덕력 랭킹(DUK)	앱 연동 확인	랭킹 산정 → 앱	시즌별 획득 덕력 누적 기준 순위, BO 랭킹과 일치 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_DUK_0092	덕력관리	앱 연동	보상	앱 덕력 랭킹(DUK)	앱 연동 확인	대상명·아이콘 → 앱	BO 설정 다국어 대상명·아이콘이 앱 보상 안내에 언어별 노출 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_DUK_0093	덕력관리	앱 연동	정산	앱 덕력 랭킹(DUK)	앱 연동 확인	시즌 말일 자동 정산 → 앱 [검증법] 시즌 종료 시각을 임박하게 설정 후 전이 확인	말일 23:59 서버 자동 정산, 보상 지급 (시점 의존 — 시각 단축 설정 또는 별도 환경 필요) (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_DUK_0094	덕력관리	앱 연동	강제 종료	앱 덕력 랭킹(DUK)	앱 연동 확인	강제 종료 → 앱	보상 미지급, 강제 종료 시즌 랭킹은 앱에서 아카이브 조회 가능 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_DUK_0095	덕력관리	앱 연동	지급 정책	앱 덕력 적립	앱 연동 확인	지급 정책 저장 → 앱	아티스트별 활동 덕력 지급량·사용 여부가 회원 활동 적립에 반영(이후 적립부터, 소급 없음). 미사용 활동은 미지급 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_DUK_0096	덕력관리	앱 연동	정산	앱 덕력 랭킹(DUK)	앱 연동 확인	(사전조건) 보상 설정 완료 진행중 시즌 — 시즌 말일 23:59(KST) 자동 정산 → 앱	말일 23:59(KST) 서버 자동 정산 시 대상 회원에게 보상 자동 지급 + '시즌 N위 보상' 푸시 발송 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_DUK_0097	덕력관리	앱 연동	강제 종료	앱 덕력 랭킹(DUK)	앱 연동 확인	(사전조건) 진행중 시즌 강제 종료 — 강제 종료 후 앱 확인	강제 종료 시 보상 미지급, 강제 종료 시즌 랭킹은 앱에서 스냅샷 아카이브 조회만 가능 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_DUK_0098	덕력관리	앱 연동	동점 처리	앱 덕력 랭킹(DUK)	앱 연동 확인	(사전조건) 누적 덕력 동일·도달 시각 차이 두 회원 존재 — 앱 랭킹 순위 확인	누적 덕력 동일 시 먼저 도달한 회원이 앱 랭킹 상위에 표시(BO 랭킹과 일치) (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_DUK_0099	덕력관리	앱 연동	중복 방지	앱 덕력 랭킹(DUK)	앱 연동 확인	(사전조건) 여러 보상 구간에 겹치는 회원 정산 — 앱 보상 수령 확인	보상 중복 방지로 1인 1회 상위 보상만 지급, 앱에서도 상위 보상 1건만 수령 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_DUK_0100	덕력관리	앱 연동	시즌 초기화	앱 덕력 랭킹(DUK)	앱 연동 확인	(사전조건) 신규 시즌 존재 — 1/1 00:00 신규 시즌 시작 → 앱	1/1 00:00 신규 시즌 시작 시 앱 덕력 랭킹 리더보드 초기화(0DUK부터 신규 누적) (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_DUK_0101	덕력관리	앱 연동	지급 정책	앱 덕력 적립	앱 연동 확인	(사전조건) 지급 정책 변경 저장 — 저장 시점 이후 회원 활동 적립 확인	지급 정책 저장 시점 이후 적립부터 반영, 저장 전 활동은 소급 미적용(이전 적립값 유지) (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_DUK_0102	덕력관리	앱 연동	데일리 루프 귀속	앱 덕력 적립	앱 연동 확인	(사전조건) 그룹 지급 정책 설정, 회원이 선택 아티스트에서 출석·일일미션·스트릭 수행 → 앱	데일리 루프 덕력이 선택(현재) 아티스트 그룹 정책에 따라 적립(미션은 계정 단위 1회 수행, 덕력은 활동 시점 선택 아티스트 귀속·[CEB-000] §5.2.2) (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_DUK_0103	덕력관리	앱 연동	SNS 공유(기억 공유)	앱 덕력 적립	앱 연동 확인	(사전조건) 그룹 지급 정책 SNS 공유 사용 ON, 본인 작성 기억 상세 우측 상단 공유 버튼 탭 → 앱	SNS 공유 덕력 25 즉시 지급(외부 공유 완료 무관)·계정 1일 1회(00:00 KST 초기화)·당일 재공유 추가 없음(판단 기준=오늘 계정 지급 여부)·귀속=기억의 아티스트. 타인 기억 공유는 미지급 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_DUK_0104	덕력관리	지급 정책	매트릭스	덕력 지급 정책	UI확인	디지털 굿즈 획득 등급별 행 확인	디지털 굿즈 획득이 BIVE 6등급 행(Normal/Event/Special/Wicked/Next/Final)으로 분리·각 권장값(50/75/100/200/350/500)·지급 덕력 입력·사용여부 토글
TC_DUK_0105	덕력관리	앱 연동	디지털 굿즈 획득	앱 덕력 적립	앱 연동 확인	(사전조건) 그룹 정책 등급별 사용 ON — BIVE 민팅(획득) → 앱	발행된 BIVE의 등급별 덕력 자동 적립(굿즈의 아티스트 귀속)·미사용 등급은 미적립. FIXED 동시 발행은 등급별 합산 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
