TC ID	Depth1	Depth2	Depth3	화면명	테스트 항목	테스트 내용	예상결과
TC_RFL_0032	래플	게시/종료/삭제 모달	종료	래플 종료 확인	데이터입력	진행중 [종료하기]	응모자 1명↑=추첨대기 전환 / 0명=종료(위험 톤)
TC_RFL_0033	래플	게시/종료/삭제 모달	삭제·숨김	래플 삭제/숨김	데이터입력	[삭제] / 종료 [숨김 처리·해제]	삭제(임시저장)=복구 불가 모달 / 숨김 토글(종료)
TC_RFL_0034	래플	수정	수정	래플 수정	상태확인	상태별 잠금	진행중=아티스트·마감일·당첨수·배송타입·BIVE 잠금(타이틀 등만) / 종료·추첨대기=읽기 전용
TC_RFL_0035	래플	앱 연동	응모	앱 래플	앱 연동 확인	게시 → 앱	진행중 래플 앱 노출·응모권 사용 응모(임시저장·종료 미노출) (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_RFL_0036	래플	앱 연동	추첨·당첨	앱 래플	앱 연동 확인	추첨 확정 → 앱	당첨자 앱 당첨 표시·BIVE 보상 즉시 민팅(당첨자만), 미당첨자 위로 보상 없음 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_RFL_0037	래플	앱 연동	수령	앱 래플	앱 연동 확인	수령방식 → 앱	현장 수령=수령 가이드 노출 / 배송 수령=배송지 입력 폼 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_RFL_0038	래플	앱 연동	응모	앱 래플	앱 연동 확인	(사전조건) 진행중 래플 + 응모권 보유 회원 준비 — 테스트 BO 데이터 생성. 앱 응모 → 앱	앱 응모 시 응모권 차감(앱 응모권 잔액 감소)·누적 응모 수 반영 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_RFL_0039	래플	앱 연동	마감 전이	앱 래플	앱 연동 확인	(사전조건) 마감 임박 진행중 래플 준비 — 테스트 BO 데이터 생성. 마감일시 도달 → 앱	마감 도달 시 진행중→집계중(추첨대기) 자동 전이·앱에 '집계 중' 표시 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_RFL_0040	래플	앱 연동	추첨 확정	앱 래플	앱 연동 확인	(사전조건) 추첨대기 래플에서 [추첨 확정] 실행 — 테스트 BO 데이터 생성. 추첨 확정 → 앱	종료 전환·당첨자 푸시 알림 발송·당첨자 당첨 표시·미당첨자 미당첨 표시 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_RFL_0041	래플	앱 연동	숨김	앱 래플	앱 연동 확인	(사전조건) 종료 래플에서 숨김 처리 토글 ON — 테스트 BO 데이터 생성. 숨김 토글 ON → 앱	숨김 처리된 래플은 앱에 미노출(토글 해제 시 복원) (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_RFL_0042	래플	앱 연동	수령 완료	앱 래플	앱 연동 확인	(사전조건) 당첨자 보상 지급 토글로 수령 완료 처리(현장/배송) — 테스트 BO 데이터 생성. 수령 완료 상태 → 앱	당첨자 수령(현장/배송) 완료 상태가 앱에 반영 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
