TC ID	Depth1	Depth2	Depth3	화면명	테스트 항목	테스트 내용	예상결과
TC_GRP_0083	그룹 리스트	그룹 상세	기본정보 탭	그룹 상세(기본정보)	상태확인	Loading / Error	Skeleton / '데이터를 불러오지 못했습니다.'+[재시도]
TC_GRP_0084	그룹 리스트	그룹 상세	기본정보 탭	그룹 상세(기본정보)	백오피스 액션	운영 상태·탐색 노출 변경 로그	'그룹 {그룹명}을(를) {상태}로 변경했습니다' / '탐색 노출을 {켬/끔}으로 변경했습니다' 로그
TC_GRP_0085	그룹 리스트	그룹 수정		그룹 수정	모달확인	상세에서 [수정하기] 클릭	그룹 수정 페이지(/edit) 진입, 기존값 채워짐, 타이틀 '그룹 수정'
TC_GRP_0086	그룹 리스트	그룹 수정	입력 폼	그룹 수정	UI확인	액션 버튼 + 이미지 영역	[취소하기]·[수정하기] + 로고·배너는 기존 이미지 + [변경]만(제거 없음)
TC_GRP_0087	그룹 리스트	그룹 수정	입력 폼	그룹 수정	상태확인	변경 없을 때 [수정하기]	비활성
TC_GRP_0088	그룹 리스트	그룹 수정	입력 폼	그룹 수정	상태확인	그룹명·SNS·이미지 중 하나라도 변경	[수정하기] 활성
TC_GRP_0089	그룹 리스트	그룹 수정	입력 폼	그룹 수정	에러 메시지 확인	이미지 교체 시 형식·5MB·비율 재검증	5MB 초과/미지원 형식 시 에러
TC_GRP_0090	그룹 리스트	그룹 수정	입력 폼	그룹 수정	에러 메시지 확인	3언어 필수·URL 형식 재검증	생성과 동일 검증 적용
TC_GRP_0091	그룹 리스트	그룹 수정	완료 모달	그룹 수정 완료 모달	데이터입력	[수정하기] → [확인]	제목 '그룹 수정' 모달 → '그룹 정보를 수정했습니다.' 토스트 + 그룹 상세로 이동
TC_GRP_0092	그룹 리스트	그룹 수정	취소 모달	그룹 수정 취소 모달	버튼클릭	[취소하기] → [확인]	제목 '그룹 수정 취소' 모달 → 변경 폐기 후 그룹 상세로 이동
TC_GRP_0093	그룹 리스트	그룹 수정		그룹 수정	백오피스 액션	그룹 수정 활동 로그	'그룹 {그룹명}의 정보를 수정했습니다.' 로그
TC_GRP_0094	그룹 리스트	그룹 상세	멤버 탭	그룹 상세(멤버)	모달확인	상세에서 [멤버] 탭 클릭	멤버 탭으로 전환(?tab=members)
TC_GRP_0095	그룹 리스트	그룹 상세	멤버 탭	그룹 상세(멤버)	UI확인	[멤버 관리] 버튼 노출	우측 상단 노출(쓰기 권한 시)
TC_GRP_0096	그룹 리스트	그룹 상세	멤버 탭	그룹 상세(멤버)	UI확인	검색·필터	운영 상태 필터(전체/Active/Inactive)·멤버명 검색·[초기화]
TC_GRP_0097	그룹 리스트	그룹 상세	멤버 탭	그룹 상세(멤버)	UI확인	테이블 컬럼·정렬	상태/멤버명/포지션/생년월일/성별/등록 일시, 등록 일시 내림차순(고정)
TC_GRP_0098	그룹 리스트	그룹 상세	멤버 탭	그룹 상세(멤버)	버튼클릭	멤버명 클릭	멤버 상세(ART-304)로 이동
TC_GRP_0099	그룹 리스트	그룹 상세	멤버 탭	그룹 상세(멤버)	상태확인	소속 0명 / 검색 0건	'소속된 멤버가 없습니다. [멤버 관리]에서 멤버를 추가하세요.' / '검색 결과가 없습니다.'
TC_GRP_0100	그룹 리스트	그룹 상세	멤버 탭	그룹 상세(멤버)	상태확인	Loading / Error	Skeleton / '데이터를 불러오지 못했습니다.'+[재시도]
TC_GRP_0101	그룹 리스트	멤버 관리		멤버 관리	모달확인	멤버 탭에서 [멤버 관리] 클릭	멤버 관리 페이지(/members/manage) 진입, 타이틀 '{그룹명} | 멤버 관리'
TC_GRP_0102	그룹 리스트	멤버 관리		멤버 관리	UI확인	좌·우 패널 + 액션	좌: 전체 멤버 풀+검색+[추가] / 우: 소속 멤버+포지션 드롭다운+[제거] / [취소하기]·[수정하기]
TC_GRP_0103	그룹 리스트	멤버 관리		멤버 관리	버튼클릭	좌측 멤버 [추가]	우측 소속 멤버로 이동 + NEW 뱃지, 좌측 풀에서 제외
TC_GRP_0104	그룹 리스트	멤버 관리		멤버 관리	버튼클릭	우측 멤버 [제거]	우측에서 사라지고 좌측 풀에 재노출
TC_GRP_0105	그룹 리스트	멤버 관리		멤버 관리	UI확인	포지션 드롭다운 옵션	'미선택' + 포지션 설정의 '사용' 포지션만 노출
TC_GRP_0106	그룹 리스트	멤버 관리		멤버 관리	데이터입력	(사전조건) 해당 포지션 '사용' 상태 + 풀에 멤버 2명 이상 — 같은 포지션 복수 멤버 지정	허용(예: 보컬 2명)
TC_GRP_0107	그룹 리스트	멤버 관리		멤버 관리	상태확인	임시 반영(저장 전)	[수정하기] 전 새로고침 시 변경 폐기
TC_GRP_0108	그룹 리스트	멤버 관리		멤버 관리	데이터입력	멤버 전원 제거 후 저장	소속 0명 저장 허용, 멤버 탭 빈 상태 표시
TC_GRP_0109	그룹 리스트	멤버 관리	완료 모달	멤버 수정 완료 모달	데이터입력	[수정하기] → [확인]	제목 '그룹멤버 수정' 모달 → '그룹 멤버를 저장했습니다.' 토스트 + 멤버 탭으로 이동
TC_GRP_0110	그룹 리스트	멤버 관리	취소 모달	멤버 수정 취소 모달	버튼클릭	[취소하기] → [확인]	제목 '그룹멤버 수정 취소' 모달 → 변경 폐기 후 그룹 상세로 이동
TC_GRP_0111	그룹 리스트	멤버 관리		멤버 관리	백오피스 액션	멤버 추가·제거·포지션 변경 로그	'멤버 추가/제거/포지션 변경' 활동 로그 기록
TC_GRP_0112	그룹 리스트	앱 연동	그룹 상태	앱(아티스트)	앱 연동 확인	(사전조건) 앱 테스트 계정 + 대상 그룹 팔로우 상태 준비 — 그룹 상태 Active → 앱	앱 탐색·전반에 그룹 노출 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_GRP_0113	그룹 리스트	앱 연동	그룹 상태	앱(아티스트)	앱 연동 확인	그룹 상태 Inactive → 앱	앱 전 영역 미노출(개인화 포함) (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_GRP_0114	그룹 리스트	앱 연동	탐색 노출	앱(아티스트)	앱 연동 확인	탐색 노출 켬(Active) → 앱	아티스트 탐색·신규 선택 영역에 노출 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_GRP_0115	그룹 리스트	앱 연동	탐색 노출	앱(아티스트)	앱 연동 확인	탐색 노출 끔(Active) → 앱	발견 영역에서 제외, 이미 팔로우한 개인화·콘텐츠 화면은 유지 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_GRP_0116	그룹 리스트	앱 연동	팔로워 수	앱(아티스트)	앱 연동 확인	앱 팔로우 수 변동 → BO	그룹 상세·리스트 팔로워 수에 반영(BO에서 확인 가능) (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_GRP_0117	그룹 리스트	앱 연동	멤버 관리	앱(아티스트)	앱 연동 확인	멤버 추가·제거 → 앱	해당 그룹 멤버 목록에 반영 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_GRP_0118	그룹 리스트	앱 연동	포지션	앱(아티스트)	앱 연동 확인	포지션 노출명 변경 → 앱	그룹 멤버 포지션 정보 업데이트 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
