TC ID	Depth1	Depth2	Depth3	화면명	테스트 항목	테스트 내용	예상결과
TC_SUP_0025	서포트 관리	생성	일정	서포트 생성	UI확인	시작·마감일시	datetime(KST), 마감 > 시작
TC_SUP_0026	서포트 관리	생성	대표 이미지	서포트 생성	UI확인	대표 이미지 업로드	생성 필수, 16:9 크롭, JPG/PNG/WEBP, 5MB
TC_SUP_0027	서포트 관리	생성	홈 카드	서포트 생성	UI확인	홈 카드 이미지·타이틀·서브타이틀	카드 이미지(1:1 필수)·카드 타이틀 다국어(30자 필수)·서브타이틀(50자 선택)
TC_SUP_0028	서포트 관리	생성	유의사항	서포트 생성	UI확인	유의사항 다국어(선택)	한국어/영어/일본어 각 500자, 앱 상세 노출
TC_SUP_0029	서포트 관리	생성	검증	서포트 생성	에러 메시지 확인	이벤트명/설명 일부 언어 미입력	[생성하기] 비활성 + 미입력 칸 빨간 점
TC_SUP_0030	서포트 관리	생성	검증	서포트 생성	에러 메시지 확인	목표 응원량 0·음수	'목표 응원량은 1 이상이어야 합니다.' + 비활성
TC_SUP_0031	서포트 관리	생성	검증	서포트 생성	에러 메시지 확인	마감 ≤ 시작	'마감일시는 시작일시보다 늦어야 합니다.' + 비활성
TC_SUP_0032	서포트 관리	생성	검증	서포트 생성	에러 메시지 확인	대표/홈카드 이미지 미업로드	[생성하기] 비활성 + 누락 안내
TC_SUP_0033	서포트 관리	생성	검증	서포트 생성	에러 메시지 확인	이미지 형식·용량 위반	'허용되지 않는 파일입니다.' 거부
TC_SUP_0034	서포트 관리	생성	검증	서포트 생성	에러 메시지 확인	카드 타이틀 일부 언어 미입력	[생성하기] 비활성 + 빨간 점
TC_SUP_0035	서포트 관리	생성	검증	서포트 생성	상태확인	필수값 전체 충족	[생성하기] 활성
TC_SUP_0036	서포트 관리	생성	저장	서포트 생성	데이터입력	[임시저장](이벤트명 한국어만)	임시저장 상태 저장 + '임시저장되었습니다' 토스트 + 리스트 복귀
TC_SUP_0037	서포트 관리	생성	저장	서포트 생성	데이터입력	[생성하기](필수값 전체)	임시저장 상태 저장 + '서포트 이벤트가 생성되었습니다' 토스트 + 리스트 복귀
TC_SUP_0038	서포트 관리	생성	저장	서포트 생성	백오피스 액션	생성 활동 로그	'서포트 이벤트 {이벤트명}을(를) 생성했습니다 (그룹·기간)' 로그
TC_SUP_0039	서포트 관리	생성	취소 모달	생성 취소 확인	버튼클릭	입력값 있는 상태 [취소]	'작성을 취소할까요?' 모달 → [계속 작성] 유지 / [나가기] 폐기·리스트
TC_SUP_0040	서포트 관리	생성	취소 모달	생성 취소 확인	버튼클릭	입력값 없는 상태 [취소]	즉시 리스트 복귀(모달 없음)
TC_SUP_0041	서포트 관리	상세	헤더	서포트 상세(기본정보)	모달확인	리스트 행 클릭 → 상세 진입	기본정보 탭 진입, 헤더(이벤트명·그룹·상태 배지·기간)
TC_SUP_0042	서포트 관리	상세	헤더	서포트 상세(기본정보)	UI확인	탭 메뉴 3종	기본정보 / 응원자 내역 / 결과물·반환
TC_SUP_0043	서포트 관리	상세	헤더	서포트 상세(기본정보)	UI확인	상태별 헤더 액션 버튼	임시저장=[게시][삭제] / 모집대기=[삭제] / 모집중=[강제 종료] / 달성=[집행 시작][집행 취소] / 집행중=[결과물 등록·완료][집행 취소] / 완료·미달성종료·집행취소=없음
TC_SUP_0044	서포트 관리	상세	통계	서포트 상세(기본정보)	UI확인	통계 카드	모집중 이상=응원자 수·누적 응원·평균 응원량·달성률 노출 / 임시저장·모집대기=미노출
TC_SUP_0045	서포트 관리	상세	기본 정보	서포트 상세(기본정보)	UI확인	조회 정보	이벤트명·설명·그룹·목표·기간·대표이미지(16:9)·홈카드(1:1)·유의사항 다국어
TC_SUP_0046	서포트 관리	상세	수정	서포트 상세(기본정보)	상태확인	상태별 수정 범위	임시저장=전 항목(그룹 제외) / 모집대기=목표·기간 포함 / 모집중=이름·설명·이미지·홈카드·유의사항만(목표·기간 잠금) / 달성 이상=읽기 전용([수정] 미노출)
TC_SUP_0047	서포트 관리	상세	수정	서포트 상세(기본정보)	데이터입력	[수정]→[저장]	변경 시 활성, 저장 후 '저장되었습니다' 토스트 + 활동 로그
TC_SUP_0048	서포트 관리	상세	수정	서포트 상세(기본정보)	상태확인	수정 중 탭 전환·[취소](변경 있음)	'저장하지 않은 변경이 있습니다. 이동할까요?' 모달
TC_SUP_0049	서포트 관리	상세	수정	서포트 상세(기본정보)	상태확인	변경 없을 때 [저장]	비활성
TC_SUP_0050	서포트 관리	상태 전환	게시 모달	게시 확인	상태확인	(사전조건) 상태 전환 검증 가이드 — 테스트 객체는 목표 응원량 1로 생성해 달성 상태를 빠르게 만든다	이하 상태 전환 TC는 각 TC 명시 시작 상태의 객체를 준비한 뒤 수행
TC_SUP_0051	서포트 관리	상태 전환	게시 모달	게시 확인	데이터입력	(사전조건) 임시저장 상태 객체, 필수값 충족 후 [게시]→[게시]	'게시할까요?' 모달 → 모집대기 전환(시작일시 도달 시 자동 모집중) + 토스트 + 로그
TC_SUP_0052	서포트 관리	상태 전환	게시 모달	게시 확인	에러 메시지 확인	(사전조건) 임시저장 상태 객체, 필수값 미입력 게시 시도	'필수 항목을 모두 입력해야 게시할 수 있습니다.' 차단
TC_SUP_0053	서포트 관리	상태 전환	강제 종료 모달	강제 종료 확인	UI확인	(사전조건) 모집중 상태 객체에서 [강제 종료] 클릭	'서포트 모집을 강제 종료할까요?' 모달 + '모집이 종료되고 응원 덕력은 반환 대상으로 처리됩니다.' + 응원자 수 표시 (BO 실측 — QA 'N명에게 N덕력 전액 반환/되돌릴 수 없음'보다 BO 문구 간결)
TC_SUP_0054	서포트 관리	상태 전환	강제 종료 모달	강제 종료 확인	데이터입력	(사전조건) 모집중 상태 객체, [강제 종료] 확정	미달성종료 전환 + 응원 회원 전원 전액 자동 반환(사유 강제 종료) + 토스트 + 로그
TC_SUP_0055	서포트 관리	상태 전환	강제 종료 모달	강제 종료 확인	상태확인	강제 종료는 모집중 전용	달성·집행중에는 [강제 종료] 미노출(집행 취소 사용)
TC_SUP_0056	서포트 관리	상태 전환	집행 시작 모달	집행 시작 확인	데이터입력	(사전조건) 달성 상태 객체에서 [집행 시작]→확정	집행중 전환 + 응원 덕력 집행 비용 확정(반환 대상 아님) + 토스트 + 로그
TC_SUP_0057	서포트 관리	상태 전환	집행 취소 모달	집행 취소 확인	데이터입력	(사전조건) 달성 또는 집행중 상태 객체에서 [집행 취소]→확정	집행취소 전환 + 응원 회원 전원 전액 자동 반환(사유 집행 취소) + 토스트 + 로그
TC_SUP_0058	서포트 관리	상태 전환	결과물 완료 모달	결과물 등록·완료	에러 메시지 확인	(사전조건) 집행중 상태 객체, 결과 메시지 일부 언어·사진 0장	완료 차단 — '결과 메시지 3언어 입력' / '사진·영상 최소 1장'
TC_SUP_0059	서포트 관리	상태 전환	결과물 완료 모달	결과물 등록·완료	데이터입력	(사전조건) 집행중 상태 객체에서 결과 메시지(3언어)+사진 입력 후 [등록하고 완료]	완료 전환 + 결과물 앱 공개 + 응원 회원 알림 발송 + 토스트 + 로그
TC_SUP_0060	서포트 관리	상태 전환	삭제 모달	이벤트 삭제 확인	데이터입력	(사전조건) 임시저장 또는 모집대기 상태 객체에서 [삭제]→[삭제]	'복구할 수 없습니다' 모달 → 삭제 + 리스트 복귀 + 토스트 + 로그
TC_SUP_0061	서포트 관리	상태 전환	삭제 모달	이벤트 삭제 확인	상태확인	모집중 이상 삭제 불가	[삭제] 미노출(강제 종료·집행 취소 사용)
TC_SUP_0062	서포트 관리	상태 전환	경합	서포트 상세(기본정보)	상태확인	모달 진입 후 상태 변경(경합)	'이미 상태가 변경되었습니다. 새로고침 후 다시 시도하세요.' + 최신 상태 갱신
TC_SUP_0063	서포트 관리	상태 전환	자동 전환	서포트 상세(기본정보)	상태확인	서버 자동 전환	모집대기→모집중(시작일시)·모집중→달성(누적≥목표)·모집중→미달성종료(마감+미달성, 전액 반환) [검증법] 시작·마감 시각을 임박하게 설정 후 전이 확인 (시점 의존 — 짧은 일정 단축 검증 또는 별도 환경 필요)
TC_SUP_0064	서포트 관리	상태 전환	반환	서포트 상세(기본정보)	상태확인	반환 정책	강제 종료·집행 취소·미달성종료 = 응원 회원 전원 전액 즉시 자동 반환(보유 덕력 복구). 정상 완료는 반환 없음
TC_SUP_0065	서포트 관리	응원자 내역		서포트 상세(응원자 내역)	모달확인	[응원자 내역] 탭 클릭	응원자 내역 탭 전환
TC_SUP_0066	서포트 관리	응원자 내역	요약	서포트 상세(응원자 내역)	UI확인	요약 카드	응원자 수·총 응원 횟수·누적 응원
TC_SUP_0067	서포트 관리	응원자 내역	테이블	서포트 상세(응원자 내역)	UI확인	테이블 컬럼·정렬	유저명/누적 응원량/응원 횟수(2회↑ 강조)/최초 응원/최근 응원/반환 여부, 누적 응원량 내림차순 (BO 실측 — QA "닉네임"→"유저명")
TC_SUP_0068	서포트 관리	응원자 내역	테이블	서포트 상세(응원자 내역)	UI확인	페이지네이션	페이지당 10건
TC_SUP_0069	서포트 관리	응원자 내역	테이블	서포트 상세(응원자 내역)	상태확인	응원 0건 / Error	'아직 응원한 회원이 없습니다.' / '데이터를 불러오지 못했습니다.'+[재시도]
TC_SUP_0070	서포트 관리	응원자 내역	회차 모달	응원 상세(회차별)	모달확인	회원 행 클릭	'{닉네임} 응원 내역' 모달, 회차/응원량/응원 시점
TC_SUP_0071	서포트 관리	응원자 내역	회차 모달	응원 상세(회차별)	UI확인	회차 정렬·페이지네이션	응원 시점 오름차순, 10건/페이지, 회차 번호 전체 기준 연속(2페이지 첫 행=11회차)
TC_SUP_0072	서포트 관리	응원자 내역	회차 모달	응원 상세(회차별)	UI확인	누적(전체) 합계	현재 페이지 합이 아닌 전체 누적 응원량 고정 표시
TC_SUP_0073	서포트 관리	응원자 내역	회차 모달	응원 상세(회차별)	UI확인	반환 표기	반환 상태일 때 '전액 반환 완료(시점)' 표기
TC_SUP_0074	서포트 관리	결과물·반환		서포트 상세(결과물·반환)	모달확인	[결과물·반환] 탭 클릭	결과물·반환 탭 전환
TC_SUP_0075	서포트 관리	결과물·반환	결과물	서포트 상세(결과물·반환)	상태확인	상태별 결과물 영역	집행중=입력 가능 / 완료=읽기 전용 / 임시저장·모집중·달성=안내(입력 비활성) / 미달성종료·집행취소=미노출
TC_SUP_0076	서포트 관리	결과물·반환	결과물	서포트 상세(결과물·반환)	데이터입력	결과 메시지 다국어·사진/영상	결과 메시지 한국어/영어/일본어 각 200자 + 사진·영상 최대 10장
TC_SUP_0077	서포트 관리	결과물·반환	반환 현황	서포트 상세(결과물·반환)	UI확인	반환 요약(미달성종료·집행취소)	반환 사유·방식(서버 자동·즉시 전액)·반환율 100%·반환 대상·반환 총 덕력·완료 시점
TC_SUP_0078	서포트 관리	결과물·반환	반환 현황	서포트 상세(결과물·반환)	UI확인	회원별 반환 내역	닉네임/반환 덕력(강조)/원 응원 횟수/반환 시점/반환 완료 배지, 반환 덕력 내림차순
TC_SUP_0079	서포트 관리	결과물·반환	반환 현황	서포트 상세(결과물·반환)	상태확인	정상 진행·완료	'반환된 응원이 없습니다. (정상 집행·완료 이벤트는 반환 없음)'
TC_SUP_0080	서포트 관리	결과물·반환	반환 현황	서포트 상세(결과물·반환)	상태확인	운영자 수동 반환 없음	반환은 서버 자동만(운영자 반환 버튼 없음)
TC_SUP_0081	서포트 관리	앱 연동	노출	앱 서포트 이벤트(DUK)	앱 연동 확인	(사전조건) 앱 계정·응원 행위, 게시→모집대기→모집중(시작일시) → 앱	시작일시 도달 시 앱 서포트 이벤트 노출·응원 시작(모집대기는 미노출) (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_SUP_0082	서포트 관리	앱 연동	응원	앱 서포트 이벤트(DUK)	앱 연동 확인	(사전조건) 앱 계정·응원 행위, 앱 응원 → BO	즉시 누적 응원·응원자 내역에 반영(보유 덕력 1:1 차감, 랭킹·팬덤레벨 무가산) (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_SUP_0083	서포트 관리	앱 연동	달성	앱 서포트 이벤트(DUK)	앱 연동 확인	(사전조건) 앱 계정·응원 행위, 누적 ≥ 목표 → 앱	목표 달성·집행 대기 표시, 응원 차단 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_SUP_0084	서포트 관리	앱 연동	집행/완료	앱 서포트 이벤트(DUK)	앱 연동 확인	(사전조건) 앱 계정·응원 행위, 집행 시작·결과물 완료 → 앱	서포트 진행중 표시, 완료 시 결과물 갤러리 공개 + 결과물 알림 발송 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_SUP_0085	서포트 관리	앱 연동	반환	앱 서포트 이벤트(DUK)	앱 연동 확인	(사전조건) 앱 계정·응원 행위, 강제 종료·집행 취소·미달성종료 → 앱	전액 반환·보유 덕력 즉시 복구 + 반환 알림 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_SUP_0086	서포트 관리	앱 연동	초과 응원	앱 서포트 이벤트(DUK)	앱 연동 확인	(사전조건) 앱 계정·응원 행위, 목표 근접 시 초과 응원	남은 목표량까지만 차감, 초과분 보유 덕력 유지 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_SUP_0087	서포트 관리	앱 연동	모집대기 미노출	앱 서포트 이벤트(DUK)	앱 연동 확인	(사전조건) 게시했으나 시작일시 미도달 모집대기 상태 객체, 모집대기 → 앱	모집대기 상태는 앱 미노출(응원 불가) (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_SUP_0088	서포트 관리	앱 연동	모집중 자동 전이	앱 서포트 이벤트(DUK)	앱 연동 확인	(사전조건) 모집대기 상태 객체, 시작일시 도달로 모집대기→모집중 자동 전이 → 앱	시작일시 도달 시 앱 노출 시작·응원 시작 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_SUP_0089	서포트 관리	앱 연동	결과물 갤러리	앱 서포트 이벤트(DUK)	앱 연동 확인	(사전조건) 집행중 상태 객체, 결과물 등록·완료 → 앱	완료 시 결과물 갤러리 앱 공개 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_SUP_0090	서포트 관리	앱 연동	결과물 알림	앱 서포트 이벤트(DUK)	앱 연동 확인	(사전조건) 응원자 있는 집행중 상태 객체, 결과물 등록·완료 → 앱	응원자에게 결과물 알림 별도 발송(응원자 통지) (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_SUP_0091	서포트 관리	예외	권한	서포트 상세(기본정보)	상태확인	쓰기/삭제 권한 없음·외부 아티스트	쓰기 없음=수정·상태 전환·삭제 미노출 / 삭제 없음=[삭제]만 미노출 / 외부 아티스트=자신 그룹만 조회, 쓰기 미노출
TC_SUP_0092	서포트 관리	예외	스냅샷	강제 종료 확인	상태확인	강제 종료 {N} 스냅샷	모달 표기 N은 진입 시점 누적(모집중은 응원 계속 가능) — 실제 반환은 전이 시점 전액(반환율 100%)
