TC ID	Depth1	Depth2	Depth3	화면명	테스트 항목	테스트 내용	예상결과
TC_EPI_0020	에피소드 그룹	그룹 상세	헤더	에피소드 그룹 상세	UI확인	상태별 헤더 액션	임시저장=[그룹 수정][진행중 전환][그룹 삭제] / 진행중=[그룹 수정][종료 전환] / 종료=없음
TC_EPI_0021	에피소드 그룹	그룹 상세	정보	에피소드 그룹 상세	UI확인	그룹 정보·관리 정보 카드	아티스트·상태·기간·에피소드 수 + 생성자/생성일시/수정자/수정일시
TC_EPI_0022	에피소드 그룹	그룹 상세	통계	에피소드 그룹 상세	UI확인	통계 카드	메인 에피소드(/5)·반복 에피소드(/1)·진행 회원·검수 대기
TC_EPI_0023	에피소드 그룹	그룹 상세	메인 에피소드	에피소드 그룹 상세	UI확인	메인 에피소드 섹션	'메인 에피소드 (N/5)' + [새 메인 에피소드](5개 도달 시 비활성)
TC_EPI_0024	에피소드 그룹	그룹 상세	메인 에피소드	에피소드 그룹 상세	UI확인	에피소드 카드 상태 배지	각 카드에 에피소드 독립 상태 배지(임시저장/진행중/종료) 노출
TC_EPI_0025	에피소드 그룹	그룹 상세	메인 에피소드	에피소드 그룹 상세	UI확인	에피소드 카드 정보	메인 이미지(3:4)·타이틀·미션 수(N/10)·진행/완료·검수 대기
TC_EPI_0026	에피소드 그룹	그룹 상세	메인 에피소드	에피소드 그룹 상세	버튼클릭	에피소드 카드 ↑↓ 순서 변경	그룹 임시저장일 때만 활성(첫/마지막 비활성), 진행중·종료는 비활성. 순서 반영 후 새로고침해도 유지
TC_EPI_0027	에피소드 그룹	그룹 상세	메인 에피소드	에피소드 그룹 상세	버튼클릭	에피소드 카드 클릭	에피소드 상세(/sq/groups/{gid}/episodes/{id})로 이동 (BO 실측 — QA "/sq/{id}" 경로 정정)
TC_EPI_0028	에피소드 그룹	그룹 상세	메인 에피소드	에피소드 그룹 상세	상태확인	메인 에피소드 0건 Empty	'메인 에피소드가 아직 없습니다. [+ 새 메인 에피소드]로 시작하세요.'
TC_EPI_0029	에피소드 그룹	그룹 상세	반복 에피소드	에피소드 그룹 상세	UI확인	반복 에피소드 섹션	'반복 에피소드 (0~1/1)' + [반복 에피소드 추가](1개 존재 시 비활성)·REPEAT 배지
TC_EPI_0030	에피소드 그룹	그룹 상세	진행중 전환	에피소드 그룹 상세	데이터입력	임시저장에서 [진행중 전환]	확인 모달 → 같은 아티스트 진행중 검증 → 진행중 전환 + 토스트
TC_EPI_0031	에피소드 그룹	그룹 상세	진행중 전환	에피소드 그룹 상세	에러 메시지 확인	같은 아티스트 진행중 그룹 존재 시 [진행중 전환]	(사전조건) 동일 아티스트에 진행중 그룹 1건 존재. '다른 그룹이 진행중입니다. 진행할 수 없습니다.' 토스트 + 차단
TC_EPI_0032	에피소드 그룹	그룹 상세	종료 전환	에피소드 그룹 상세	데이터입력	진행중에서 [종료 전환]	'진행중인 하위 에피소드도 함께 종료됩니다' 모달 → 종료 + 진행중 에피소드 cascade 종료 + 토스트
TC_EPI_0033	에피소드 그룹	그룹 상세	삭제 모달	에피소드 그룹 삭제	데이터입력	임시저장 그룹 [그룹 삭제] → [삭제]	'그룹·하위 에피소드·미션 영구 삭제, 팬퀘스트 매핑 해제' 모달 → 삭제 + 리스트 복귀 + 토스트
TC_EPI_0034	에피소드 그룹	그룹 상세	삭제 모달	에피소드 그룹 삭제	상태확인	진행중·종료 그룹 삭제	[그룹 삭제] 미노출(임시저장만 가능)
TC_EPI_0035	에피소드 그룹	그룹 수정		에피소드 그룹 수정	모달확인	상세에서 [그룹 수정]	그룹 수정(/edit) 진입, 기존값 채워짐
TC_EPI_0036	에피소드 그룹	그룹 수정	입력 폼	에피소드 그룹 수정	상태확인	상태별 필드 잠금	상태 read-only(전환은 상세 액션으로만), 진행중=시작일자 잠금, 종료=전체 read-only
TC_EPI_0037	에피소드 그룹	그룹 수정	입력 폼	에피소드 그룹 수정	UI확인	상태별 안내 배너	진행중='수정 즉시 앱 반영' / 종료='수정 후 상태 전환 불가'
TC_EPI_0038	에피소드 그룹	그룹 수정	저장	에피소드 그룹 수정	데이터입력	타이틀·기간 변경 후 [저장]	상세로 복귀 + '그룹 정보가 수정되었습니다.' 토스트 + 로그
TC_EPI_0039	에피소드 그룹	에피소드 생성		에피소드 생성	모달확인	그룹 상세 [새 메인/반복 에피소드]	에피소드 생성(/sq/create?groupId&kind) 진입
TC_EPI_0040	에피소드 그룹	에피소드 생성	입력 폼	에피소드 생성	UI확인	입력 필드	아티스트(그룹 고정)·표시 순서(메인 입력/반복 6 고정)·상태(임시저장 자동)·타이틀/설명 다국어
TC_EPI_0041	에피소드 그룹	에피소드 생성	입력 폼	에피소드 생성	UI확인	메인 이미지	3:4 권장·5MB·PNG/JPG/WebP, 드래그앤드롭/업로드
TC_EPI_0042	에피소드 그룹	에피소드 생성	입력 폼	에피소드 생성	UI확인	에피소드 완료 보상(메인 전용)	응모권+덕력+BIVE 토글+민팅 캠페인, 반복 에피소드는 미노출. 보상은 선택(모두 0/OFF 허용, 다국어·메인 이미지와 달리 필수 아님)
TC_EPI_0043	에피소드 그룹	에피소드 생성	검증	에피소드 생성	에러 메시지 확인	타이틀/설명 일부 언어 미입력	[생성하기] 비활성(KO/EN/JA 3종 필수)
TC_EPI_0044	에피소드 그룹	에피소드 생성	검증	에피소드 생성	에러 메시지 확인	메인 이미지 미등록	[생성하기] 비활성
TC_EPI_0045	에피소드 그룹	에피소드 생성	검증	에피소드 생성	상태확인	만석(메인 5/반복 1)	만석 배너 + 입력 비활성
TC_EPI_0046	에피소드 그룹	에피소드 생성	저장	에피소드 생성	데이터입력	[생성하기] / [임시저장]	임시저장 상태로 생성 + 그룹 상세 복귀 + 토스트 + 카드 추가
TC_EPI_0047	에피소드 그룹	에피소드 상세	헤더	에피소드 상세	모달확인	그룹 상세 카드 클릭 → 진입	유형 배지(메인/반복) + 상태 배지(임시저장/진행중/종료) + 상태별 액션
TC_EPI_0048	에피소드 그룹	에피소드 상세	헤더	에피소드 상세	UI확인	상태별 액션	임시저장=[수정][삭제][게시] / 진행중=[수정][종료] / 종료=없음
TC_EPI_0049	에피소드 그룹	에피소드 상세	헤더	에피소드 상세	상태확인	[게시] 게이트	부모 그룹 진행중일 때만 [게시] 활성, 그룹 임시저장이면 비활성+툴팁
TC_EPI_0050	에피소드 그룹	에피소드 상세	정보	에피소드 상세	UI확인	정보 카드	메인 이미지(3:4)·기본 정보·관리 정보·다국어 콘텐츠
TC_EPI_0051	에피소드 그룹	에피소드 상세	완료 보상	에피소드 상세	UI확인	에피소드 완료 보상 카드(메인 전용)	응모권·덕력·BIVE·민팅 캠페인, 반복은 미노출, 모두 0/OFF면 '보상 없음'
TC_EPI_0052	에피소드 그룹	에피소드 상세	통계	에피소드 상세	UI확인	통계 카드	총 미션(/10)·진행 회원·미션 완료·검수 대기
TC_EPI_0053	에피소드 그룹	에피소드 상세	미션 그리드	에피소드 상세	UI확인	미션 카드	유형 배지·타이틀·보상(PM/ST 덕력만·팬퀘스트 응모권·BIVE)·↑↓ 순서(에피소드 임시저장 한정)
TC_EPI_0054	에피소드 그룹	에피소드 상세	미션 그리드	에피소드 상세	UI확인	[미션 추가]	'(N/10)', 10개 도달 시 비활성
TC_EPI_0055	에피소드 그룹	에피소드 상세	게시	에피소드 상세	데이터입력	임시저장 에피소드(그룹 진행중) [게시]	다국어·이미지 검증 → 확인 모달 → 진행중 + 토스트
TC_EPI_0056	에피소드 그룹	에피소드 상세	종료	에피소드 상세	데이터입력	진행중 에피소드 [종료]	'하위 미션도 종료' 모달 → 종료 + 토스트
TC_EPI_0057	에피소드 그룹	에피소드 상세	삭제 모달	에피소드 삭제	데이터입력	임시저장 에피소드 [삭제] → [삭제]	'에피소드·하위 미션 영구 삭제' 모달 → 그룹 상세 복귀 + 미션 수 감소
TC_EPI_0058	에피소드 그룹	에피소드 수정		에피소드 수정	모달확인	에피소드 상세 [수정]	에피소드 수정(/edit) 진입, 기존값 채워짐
TC_EPI_0059	에피소드 그룹	에피소드 수정	입력 폼	에피소드 수정	상태확인	상태별 잠금	종료=전체 read-only / 진행중=완료 보상 read-only(즉시 앱 반영 안내)
TC_EPI_0060	에피소드 그룹	에피소드 수정	저장	에피소드 수정	데이터입력	다국어·이미지 변경 후 [저장]	상세 복귀 + '에피소드가 수정되었습니다.' 토스트
TC_EPI_0061	에피소드 그룹	미션 추가		미션 추가	모달확인	에피소드 상세 [미션 추가]	미션 추가(/quests/create) 진입
TC_EPI_0062	에피소드 그룹	미션 추가	유형	미션 추가	UI확인	유형 선택·부모 에피소드 안내	유형(팬퀘스트/예측 마켓/서바이벌 트리비아) + 메인='단일만'/반복='단일·반복, 팬퀘스트는 반복 종류만'
TC_EPI_0063	에피소드 그룹	미션 추가	팬퀘스트	미션 추가	UI확인	팬퀘스트 참조 드롭다운	아티스트+반복 여부 필터, 이미 매핑된 Quest 제외(1:1). 보상·타이틀·이미지 상속
TC_EPI_0064	에피소드 그룹	미션 추가	팬퀘스트	미션 추가	상태확인	팬퀘스트 옵션 없음	'먼저 팬퀘스트 영역에서 Quest를 생성하세요.' 앰버 안내
TC_EPI_0065	에피소드 그룹	미션 추가	PM/ST	미션 추가	UI확인	PM/ST 다국어 타이틀	한국어/영어/일본어(각 50자) 3종 필수
TC_EPI_0066	에피소드 그룹	미션 추가	PM/ST	미션 추가	UI확인	판정 유형 - 예측 마켓	예측 마켓 선택 시 판정 유형 = 예측 참여 / 예측 정답. 두 유형 모두 기준 횟수 N 입력(참여형=N회 참여, 정답형=N번 예측 적중)
TC_EPI_0067	에피소드 그룹	미션 추가	PM/ST	미션 추가	UI확인	판정 유형 - 서바이벌 트리비아	서바이벌 트리비아 선택 시 판정 유형 = 트리비아 참여 / 트리비아 승리. 두 유형 모두 기준 횟수 N 입력(참여형=N회 참여, 승리형=N번 승리). 트리비아 승리 = 게임 자체 생존(서바이벌 규칙) — 고정 임계치(7/10 등) 아님
TC_EPI_0068	에피소드 그룹	미션 추가	PM/ST	미션 추가	UI확인	보상 = 덕력만	덕력 입력만 노출(응모권·BIVE 미지원)
TC_EPI_0069	에피소드 그룹	미션 추가	PM/ST	미션 추가	UI확인	반복 여부 - 메인 에피소드	메인=토글 미노출(자동 단일)
TC_EPI_0070	에피소드 그룹	미션 추가	PM/ST	미션 추가	UI확인	반복 여부 - 반복 에피소드	반복=토글 노출, ON 시 반복 주기(일간/주간/월간)+기간 입력
TC_EPI_0071	에피소드 그룹	미션 추가	검증	미션 추가	에러 메시지 확인	PM/ST 다국어 일부 언어 미입력	[미션 추가] 비활성
TC_EPI_0072	에피소드 그룹	미션 추가	검증	미션 추가	에러 메시지 확인	팬퀘스트 미선택 / 판정 기준값 미입력	[미션 추가] 비활성
TC_EPI_0073	에피소드 그룹	미션 추가	검증	미션 추가	에러 메시지 확인	반복 ON 주기 미선택 / 기간 그룹 밖	주기 필수·'그룹 기간 안에서만 허용' 에러 + 비활성
TC_EPI_0074	에피소드 그룹	미션 추가	검증	미션 추가	상태확인	미션 10개 만석	'미션 10개 최대치' 차단 박스 + 입력 비활성
TC_EPI_0075	에피소드 그룹	미션 추가	저장	미션 추가	데이터입력	유형별 필수 입력 후 [미션 추가]	에피소드 상세 복귀 + 미션 카드 추가(미션 수 +1)
TC_EPI_0076	에피소드 그룹	미션 상세		미션 상세	모달확인	에피소드 상세 미션 카드 클릭	미션 상세(/quests/{qid}) 진입
TC_EPI_0077	에피소드 그룹	미션 상세	조회	미션 상세	UI확인	기본 정보 + 보상(유형별)	유형·완료 판정·통계 + 응모권(팬퀘스트만)·덕력(공통)·BIVE 카드(팬퀘스트만)
TC_EPI_0078	에피소드 그룹	미션 상세	조회	미션 상세	UI확인	PM/ST 다국어 타이틀 카드	한국어/영어/일본어(PM/ST만, 팬퀘스트는 상속이라 미노출)
TC_EPI_0079	에피소드 그룹	미션 상세	조회	미션 상세	상태확인	[수정하기] 조건부 활성	DRAFT(전 유형)·진행중+PM/ST=활성 / 진행중+팬퀘스트·종료=비활성+툴팁
TC_EPI_0080	에피소드 그룹	미션 상세	삭제	미션 상세	데이터입력	[삭제하기] → 확인	미션 삭제 + 에피소드 상세 복귀 + 미션 수 -1
TC_EPI_0081	에피소드 그룹	미션 수정		미션 수정	모달확인	미션 상세 [수정하기](활성 조건)	미션 수정(/edit) 진입, 기존값 채워짐
TC_EPI_0082	에피소드 그룹	미션 수정	상태 배너	미션 수정	UI확인	상태×유형 배너	DRAFT=미노출 / 진행중+PM/ST=노랑(다국어만) / 진행중+팬퀘스트·종료=회색 차단(전체 read-only)
TC_EPI_0083	에피소드 그룹	미션 수정	잠금 매트릭스	미션 수정	상태확인	PM/ST 다국어 타이틀 잠금	(사전조건) PM/ST 미션. 다국어 타이틀은 임시저장·진행중에서 수정 가능, 종료에서 읽기전용 잠금
TC_EPI_0084	에피소드 그룹	미션 수정	잠금 매트릭스	미션 수정	상태확인	PM/ST 판정·덕력·반복 잠금	(사전조건) PM/ST 미션. 판정·덕력·반복 필드는 임시저장에서만 수정 가능, 진행중·종료에서 읽기전용 잠금
TC_EPI_0085	에피소드 그룹	미션 수정	저장	미션 수정	데이터입력	DRAFT 전체 수정 / 진행중+PM/ST 다국어만 → [저장]	미션 상세 복귀 + '수정 완료' 토스트
TC_EPI_0086	에피소드 그룹	미션 수정	저장	미션 수정	에러 메시지 확인	변경 없음 / 다국어 미입력	'변경된 항목이 없습니다' / [저장] 비활성
TC_EPI_0087	에피소드 그룹	미션 수정	방어	미션 수정	상태확인	진행중+팬퀘스트·종료 직접 URL 진입	회색 차단 배너 + 전체 read-only + [저장] 비활성
TC_EPI_0088	에피소드 그룹	앱 연동	노출	앱 에피소드(SQ)	앱 연동 확인	그룹 진행중 AND 에피소드 진행중 → 앱	둘 다 만족할 때만 회원 앱에 에피소드 노출 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_EPI_0089	에피소드 그룹	앱 연동	노출	앱 에피소드(SQ)	앱 연동 확인	그룹 임시저장/종료 → 앱	에피소드 상태와 무관하게 미노출 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_EPI_0090	에피소드 그룹	앱 연동	게시	앱 에피소드(SQ)	앱 연동 확인	그룹 진행중 전환 → 앱	에피소드 자동 게시 안 함, 운영자 개별 게시 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_EPI_0091	에피소드 그룹	앱 연동	종료	앱 에피소드(SQ)	앱 연동 확인	그룹 종료 → 앱	진행중 에피소드 cascade 종료로 앱 미노출 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_EPI_0092	에피소드 그룹	앱 연동	미션	앱 에피소드(SQ)	앱 연동 확인	미션 완료 → 보상	팬퀘스트=Quest 보상·미션 BIVE / PM·ST=덕력 / 에피소드 모든 미션 완료 시 완료 보상(메인) (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_EPI_0093	에피소드 그룹	앱 연동	팬퀘스트	앱 에피소드(SQ)	앱 연동 확인	팬퀘스트 매핑 → 앱	미션 타이틀·이미지·보상은 매핑 Quest 상속 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_EPI_0094	에피소드 그룹	앱 연동	에피소드 임시저장 미노출	앱 에피소드(SQ)	앱 연동 확인	(사전조건) 그룹 진행중 + 하위 에피소드 임시저장 상태, 그룹진행중+에피소드 임시저장 → 앱	에피소드 미노출(그룹 진행중이어도 에피소드 임시저장이면 미노출) (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_EPI_0095	에피소드 그룹	앱 연동	미션 검수 승인	앱 에피소드(SQ)	앱 연동 확인	(사전조건) 진행중 에피소드·앱 미션 제출, 미션 검수 승인 → 앱	앱 미션 ✅ 완료 표시 + 보상 지급 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_EPI_0096	에피소드 그룹	앱 연동	미션 검수 반려	앱 에피소드(SQ)	앱 연동 확인	(사전조건) 진행중 에피소드·앱 미션 제출, 미션 검수 반려 → 앱	앱 미션 ❌ '재도전 필요' 표시 + 반려 사유 메시지 노출 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_EPI_0097	에피소드 그룹	앱 연동	재도전 이미지 클리어	앱 에피소드(SQ)	앱 연동 확인	(사전조건) 반려된 미션 보유 회원, 반려 후 재도전 시 → 앱	재도전 시 기존 제출 이미지 클리어(신규 제출 가능) (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_EPI_0098	에피소드 그룹	앱 연동	반복 미션 스케줄	앱 에피소드(SQ)	앱 연동 확인	(사전조건) 반복 주기·기간 설정 미션, 반복 미션 스케줄 → 앱	설정한 반복 주기·기간 스케줄대로 앱 반영(주기마다 재참여) (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
TC_EPI_0099	에피소드 그룹	앱 연동	PM/ST 미션 완료	앱 에피소드(SQ)	앱 연동 확인	(사전조건) 진행중 에피소드의 예측 마켓·서바이벌 트리비아 미션 + 해당 아티스트 게임 진행, 회원이 그 아티스트 PM/ST 게임 참여(또는 정답) → 앱	미션에 연결된 특정 게임 없이 판정 유형 × 기준 횟수 N에 따라 서버가 자동검증해 미션 자동 완료 — 참여형=N회 참여, 정답·승리형=N번 정답·승리(예측 정답=예측 적중, 트리비아 승리=게임 자체 생존(서바이벌 규칙), 고정 임계치 아님). 다른 아티스트 게임·해금 전 이력은 미인정 (앱 측 실측은 본 시트 범위 외 — 앱 QA 별도)
